benchmark,sae,seed,true_l0,sae_l0,dead_latents,shrinkage,explained_variance,mcc,uniqueness,precision,recall,f1,accuracy,sae_type,l0_target,k,widths,max_iterations,l1_coefficient
DAG_RANDOM_WALK,Standard_0,0,8.05326,1.99997,0.001543209876543209,0.2921945703125,0.4313863819479754,0.7269441485404968,0.7391975308641975,0.8878800868988037,0.3575399518013,0.4865390658378601,0.9915993809700012,Standard,2.0,,,,
DAG_RANDOM_WALK,Standard_1,0,8.06926,3.00411,0.0,0.3924916015625,0.5365656092741273,0.7620794177055359,0.7592592592592593,0.8706655502319336,0.4651562869548797,0.5788843035697937,0.9910007119178772,Standard,3.0,,,,
DAG_RANDOM_WALK,Standard_2,0,8.059,3.98711,0.0,0.471059765625,0.6072268342902958,0.8098220229148865,0.8148148148148148,0.8208625912666321,0.5643285512924194,0.6392340064048767,0.9911546111106871,Standard,4.0,,,,
DAG_RANDOM_WALK,Standard_3,0,8.05843,4.99854,0.0,0.5301487890625,0.6559329092438069,0.8406481146812439,0.8518518518518519,0.726980447769165,0.6258622407913208,0.6401534080505371,0.9910667538642884,Standard,5.0,,,,
DAG_RANDOM_WALK,Standard_4,0,8.06759,6.02454,0.001543209876543209,0.57355609375,0.6902998405651924,0.8672371506690979,0.8858024691358025,0.6301711797714233,0.6688051819801331,0.6160030961036682,0.9905832409858704,Standard,6.0,,,,
DAG_RANDOM_WALK,Standard_5,0,8.07289,6.99419,0.001543209876543209,0.59594171875,0.7081143478442337,0.88095623254776,0.9074074074074074,0.5758537650108337,0.7062390446662903,0.6005486249923706,0.9906426072120668,Standard,7.0,,,,
DAG_RANDOM_WALK,Standard_6,0,8.06462,7.99112,0.0,0.626697578125,0.7346243421665355,0.9000898003578186,0.9382716049382716,0.5080711245536804,0.7355913519859314,0.5643911957740784,0.9897153973579408,Standard,8.0,,,,
DAG_RANDOM_WALK,Standard_7,0,8.04995,8.94825,0.0,0.6403523046875,0.7434507689207193,0.901022732257843,0.9382716049382716,0.4661937355995178,0.7484155297279358,0.5365384221076965,0.988787829875946,Standard,9.0,,,,
DAG_RANDOM_WALK,Standard_8,0,8.05536,9.98186,0.0,0.6587071875,0.7598474049589926,0.9115431308746338,0.9629629629629628,0.4234884679317474,0.7703697085380554,0.5071914792060852,0.9877984523773192,Standard,10.0,,,,
DAG_RANDOM_WALK,Standard_9,0,8.04982,10.87909,0.0,0.670202109375,0.7703906952297723,0.9191985726356506,0.9753086419753086,0.3899881243705749,0.7867481708526611,0.4834004044532776,0.986981987953186,Standard,11.0,,,,
HIERARCHICAL_PAIRS,Standard_0,0,7.98672,1.99966,0.0,0.4020010544960017,0.3133579389781872,0.5589148998260498,0.4614197530864197,0.9805481433868408,0.214935302734375,0.3175630569458008,0.9654213190078736,Standard,2.0,,,,
